detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
FISD,FII DOMINGOS,FISD11 ,,16543270000189,Financeiro e Outros/Fundos/Fundos Imobiliários,,R DA BELGICA 10 - 605 - CEP: 40010030 CIDADE: SALVADOR UF: BA,21,35004500,31130069,DIRETOR RESPONSAVEL,ÊNIO CARVALHO RODRIGUES,R DA BELGICA 10 - 605 - CEP: 40010030 CIDADE: SALVADOR UF: BA,21,35004500,35004500,controladoria@rjicv.com.br,SAO DOMINGOS FDO INV IMOB - FII                   ,648776,2017-03-09,,['FISD11'],,,RJI CTVM LTDA,R DA BELGICA 10 - 6 ANDAR SL 605 - CEP: 40010030 CIDADE: SALVADOR UF: BA,21,35004500,0,mauromello@rjicv.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGSVNEIn0=
SPTW,FII SP DOWNT,SPTW11 ,,15538445000105,Financeiro e Outros/Fundos/Fundos Imobiliários,www.gerafuturo.com.br,"PÇ XV DE NOVEMBRO, 20 - 12.ANDAR, GRUPO 1.201-B - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21378888,21378195,DIRETOR RESPONSAVEL,GUILHERME CHARNAUX GRUMSER,"PÇ XV DE NOVEMBRO, 20 - 12.ANDAR, GRUPO 1.201 - B - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21378888,21378195,atendimentocvm@brasilplural.com,SP DOWNTOWN FDO INV IMOB - FII                    ,1798000,2013-03-06,,['SPTW11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjE1NTM4NDQ1MDAwMTA1IiwiaWRlbnRpZmllckZ1bmQiOiJTUFRXIn0=
BTWR,FII BTOWERS ,BTWR11 ,,20132453000189,Financeiro e Outros/Fundos/Fundos Imobiliários,www.brltrust.com.br,"R IGUATEMI 151 - 19 ANDAR, PARTE - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,"R IGUATEMI 151 - 19 ANDAR, PARTE - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,BTOWERS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO   ,809269,2021-06-08,,['BTWR11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCVFdSIn0=
CPFF,FII CAP REIT,CPFF11 ,,34081611000123,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.btgpactual.com,"PRAIA DE BOTAFOGO, 501 - 6 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PRAIA DE BOTAFOGO, 501 - 6 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",21,32629600,0,ol-reguladores@btgpactual.com,CAPITÂNIA REIT FOF - FDO. INVEST. IMOB            ,2553074,2022-10-27,,['CPFF11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0MDgxNjExMDAwMTIzIiwiaWRlbnRpZmllckZ1bmQiOiJDUEZGIn0=
KIVO,FII KIVO    ,KIVO11 ,,42273325000198,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,juridico.fii@brltrust.com.br,KILIMA VOLKANO RECEBÍVEIS IMOB FDO DE INV IMOB    ,1215124,2022-09-15,,['KIVO11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJLSVZPIn0=
HLOG,FII HEDGELOG,HLOG11 ,,27486542000172,Financeiro e Outros/Fundos/Fundos Imobiliários,www.hedgeinvest.com.br/,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,DIRETOR RESPONSAVEL,MARIA CECILIA CARRAZEDO DE ANDRADE,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,dtvm@hedgeinvest.com.br,HEDGE LOGÍSTICA FDO. INV. IMOB.                   ,4250000,2020-12-02,,['HLOG11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJITE9HIn0=
RMAI,FII REAGMULT,RMAI11 ,,17374696000119,Financeiro e Outros/Fundos/Fundos Imobiliários,,"AV Brigadeiro Faria 2277 -  17º andar, conjunto 1.702 - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,35141300,0,DIRETOR RESPONSAVEL,SILVANO GERSZTEL,"AV Brigadeiro Faria Lima 2277 - 17º andar, Conjunto 1.701 - CEP: 1452000 CIDADE: São Paulo UF: SP",11,35141300,0,dtvm@reag.com.br,REAG MULTI ATIVOS IMOBILIÁRIOS - FII              ,2443800,2021-02-26,,['RMAI11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjE3Mzc0Njk2MDAwMTE5IiwiaWRlbnRpZmllckZ1bmQiOiJSTUFJIn0=
VIDS,FII VIC DES ,,,32527552000149,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brasilplural.com/site,"Praia do Botafogo, 228 - sala 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO DE GODOY                                            ,"Praia do Botafogo, 228 - sala 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,atendimentocvm@brasilplural.com,VIC DESENVOLVIMENTO VINTAGE 20/21 FUND INVEST IMOB,300000,2022-11-17,,,,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWSURTIn0=
BBGO,FIAGRO BBGO ,BBGO11 ,,42592257000120,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bb.com.br/bbfiagro,R XV DE NOVEMBRO 20 - SALAS 201/202/301/302 - CEP: 2001010 CIDADE: SÃO PAULO UF: SP,21,38087500,0,DIRETOR RESPONSAVEL                     ,AGUINALDO BARBIER,R XV DE NOVEMBRO 20 - SALAS 201/202/301/302 - CEP: 2001010 CIDADE: SÃO PAULO UF: SP,21,38087500,0,bbdtvm@bb.com.br,BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO     ,4005164,2021-12-20,,['BBGO11'],,,BRASIL                                  ,RUA LELIO GAMA 104 - 38.ANDAR - CEP: 20031080 Cidade: RIO DE JANEIRO UF: RJ,21,38083715,38083466,AESCRITURAIS@BB.COM.BR                                                                                                                                                                                                                                         ,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImNucGoiOiI0MjU5MjI1NzAwMDEyMCIsImlkZW50aWZpZXJGdW5kIjoiQkJHTyJ9
BREV,FII BRE VIC ,BREV11 ,,26195121000120,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,http://www.brcapitaldtvm.com.br,"DAS NAÇÕES UNIDAS, 11857 - CONJ. 111 - CEP: 4578908 CIDADE: SÃO PAULO UF: SP",11,55083500,0,DIRETOR RESPONSAVEL                     ,CAROLINA ANDREA GARISTO GREGÓRIO,"DAS NAÇÕES UNIDAS, 11857 - CONJ. 111 - CEP: 4578908 CIDADE: SÃO PAULO UF: SP",11,55083500,0,brcapital@brcapital.com.br,BRAZIL REAL ESTATE VICTORY FUND I - FDO. INV. IMOB,832630,2020-12-08,,['BREV11'],,,BR-CAPITAL DTVM S/A                     ,"AV DAS NAÇÕES UNIDAS, 11857 - CEP: 4578908 Cidade: SÃO PAULO UF: SP",11,55083500,0,crl@unitas.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI2MTk1MTIxMDAwMTIwIiwiaWRlbnRpZmllckZ1bmQiOiJCUkVWIn0=
PLRI,FII POLO I  ,PLRI11 ,,14080689000116,Financeiro e Outros/Fundos/Fundos Imobiliários,www.oliveiratrust.com.br,"AV DAS AMERICAS, 3434 - BLOCO 07 - GRUPO 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,DIRETOR RESPONSAVEL,JOSE ALEXANDRE COSTA DE FREITAS,"AV DAS AMERICAS, 3434 - BLOCO 07 - GRUPO 201 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,ger2.fundos@oliveiratrust.com.br,POLO FDO INV IMOB - FII RECEBÍVEIS IMOBILIÁRIOS I ,954304,2011-10-31,,['PLRI11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJQTFJJIn0=
WHGR,FII WHG REAL,WHGR11 ,,41256643000188,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"AVENIDA ATAULFO DE PAIVA, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",11,3027337,0,DIRETOR RESPONSAVEL                     ,LIZANDRO SOMMER ARNONI,"AVENIDA ATAULFO DE PAIVA, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",11,3027337,0,juridico.regulatorio@xpi.com.br,WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO ,25089531,2022-06-01,,['WHGR11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJXSEdSIn0=
SBCL,FII SBCLOG  ,,,34471719000122,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.framcapital.com/,R Doutor Eduardo de Souza Aranha 153 - 4º and - CEP: 4543120 CIDADE: SÃO PAULO UF: SP,11,35143144,0,DIRETOR RESPONSAVEL                     ,ALBERTO GARCIA ROCHE                                        ,R Doutor Eduardo de Souza Aranha 153 - 4º and - CEP: 4543120 CIDADE: SÃO PAULO UF: SP,11,35143144,0,aroche@framcapitaldtvm.com,FRAM CAPITAL SBCLOG FDO. INV. IMOB.               ,50000,2021-02-18,,,,,FRAM CAPITAL DTVM S.A.                  ,R DR EDUARDO DE SOUZA ARANHA  153 - 4ºANDAR - CEP: 4543120 Cidade: SAO PAULO UF: SP,11,35133100,0,radib@framcapitaldtvm.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0NDcxNzE5MDAwMTIyIiwiaWRlbnRpZmllckZ1bmQiOiJTQkNMIn0=
HAAA,FII HEDGEAAA,HAAA11 ,,27445482000140,Financeiro e Outros/Fundos/Fundos Imobiliários,www.hedgeinvest.com.br/,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,DIRETOR RESPONSAVEL,MARIA CECILIA CARRAZEDO DE ANDRADE,N/I AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112 3600 - 11 ANDAR - CJJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,54125400,0,dtvm@hedgeinvest.com.br,HEDGE AAA FDO. INV. IMOB.                         ,3455000,2021-07-15,,['HAAA11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIQUFBIn0=
PNRC,FII PNRC    ,,,46157348000198,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.panoramacapital.com.br/,"Rua Iguatemi, 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"Rua Iguatemi, 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,juridico.fii@brltrust.com.br,PANORAMA REAL ESTATE CRÉDITO FDO INV IMOB         ,1000000,2022-11-25,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJQTlJDIn0=
SARE,FII SANT REN,SARE11 ,,32903702000171,Financeiro e Outros/Fundos/Fundos Imobiliários,www.santander.com.br,R AMADOR BUENO 474 - 1 ANDAR BLOCO D - CEP: 4752005 CIDADE: SAO PAULO UF: SP,11,30125778,0,DIRETOR RESPONSAVEL,MARCELO VIEIRA FRANCISCO,R AMADOR BUENO 474 - 1 ANDAR BLOCO D - CEP: 4752005 CIDADE: SAO PAULO UF: SP,11,30125778,0,mfrancisco@santander.com.br,SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.    ,9234329,2021-06-21,,['SARE11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjMyOTAzNzAyMDAwMTcxIiwiaWRlbnRpZmllckZ1bmQiOiJTQVJFIn0=
CJCT,FII CJCTOWER,CJCT11 ,,10347985000180,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,0,DIRETOR RESPONSAVEL                     ,MARIA CECILIA CARRAZEDO DE ANDRADE                          ,"AV BRIGADEIRO FARIA LIMA 3600 -11 AND. CJ 112, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,54125400,0,dtvm@hedgeinvest.com.br,CIDADE JARDIM CONTINENAL TOWER FDO INV IMOB       ,3140000,2022-09-26,,['CJCT11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjEwMzQ3OTg1MDAwMTgwIiwiaWRlbnRpZmllckZ1bmQiOiJDSkNUIn0=
FGPM,FII GRPLMALL,,,23781227000117,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.riobravo.com.br,"AV Chedid Jafet 222 -  bloco B, 3º andar - CEP: 4551065 CIDADE: São Paulo UF: SP",11,35096600,0,DIRETOR RESPONSAVEL                     ,PAULO ANDRÉ PORTO BILYK                                     ,AV CHEDID JAFET 222 - BLOCO B - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,30596600,0,correspondencia@riobravo.com.br,FDO INVEST IMOB GRAND PLAZA MALL                  ,4709083,2020-12-28,,,,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGR1BNIn0=
BCFF,FII BC FFII ,BCFF11 ,,11026627000138,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com/home/assetmanagement.aspx/FundosInvestimentoImobiliario,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33833441,40814697,DIRETOR RESPONSAVEL,ALLAN HADID,AV BRIGADEIRO FARIA LIMA 3729 - 9 ANDAR - CEP: 4538133 CIDADE: SÃO PAULO UF: SP,11,33833441,40814697,sh-contato-fundoimobiliario@btgpactual.com,FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS    ,25186378,2021-06-14,,['BCFF11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCQ0ZGIn0=
JPPC,FII JPP CAPI,JPPC11 ,,17216625000198,Financeiro e Outros/Fundos/Fundos Imobiliários,www.finaxis.com.br,"R PASTEUR, 463 - 11.ANDAR - CEP: 80250080 CIDADE: CURITIBA UF: PR",41,30740935,30740935,DIRETOR RESPONSAVEL,RICARDO AUGUSTO MEIRA PEDRO,"R PAUSTEUR, 463 - 11.ANDAR - CEP: 80250080 CIDADE: CURITIBA UF: PR",41,30740935,30740935,admregulatorio@finaxis.com.br,JPP CAPITAL FDO INV IMOB - FII                    ,55000,2013-04-16,,['JPPC11'],,,BANCO FINAXIS S.A.                      ,R PASTEUR 463 - 11 ANDAR. - CEP: 80250104 Cidade: CURITIBA UF: PR,41,30740909,30740938,escrituracao@finaxis.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJKUFBDIn0=
FLRP,FII FLORIPA ,FLRP11 ,,10375382000191,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.hedgeinvest.com.br,"Av. Brigadeiro Faria Lima, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: São paulo UF: SP",11,54125400,0,DIRETOR RESPONSAVEL                     ,MARIA CECILIA CARRAZEDO DE ANDRADE,"Av. Brigadeiro Faria Lima, 3600 - 11º ANDAR - CJ 112 - CEP: 4538132 CIDADE: São paulo UF: SP",11,54125400,0,dtvm@hedgeinvest.com.br,HEDGE FLORIPA SHOPPING FUNDO INV IMOBI            ,65232,2020-08-25,,['FLRP11'],,,HEDGE INVESTMENTS DTVM LTDA             ,AV BRIGADEIRO FARIA LIMA 3600 - 11 AND.CJ 112 - CEP: 4538132 Cidade: SAO PAULO UF: SP,11,54125490,0,escrituracao@hedgeinvest.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjEwMzc1MzgyMDAwMTkxIiwiaWRlbnRpZmllckZ1bmQiOiJGTFJQIn0=
IAAG,FIAGRO IAAG ,,,42692399000169,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.interdtvm.com.br/fiis/,"Avenida Barbacena, 1219 - 21º andar - CEP: 30190131 CIDADE: Belo Horizonte UF: MG",31,36145332,0,DIRETOR RESPONSAVEL                     ,MARIA CLARA GUIMARÃES GUSMÃO,"Avenida Barbacena, 1219 - 21º andar - CEP: 30190131 CIDADE: Belo Horizonte UF: MG",31,36145332,0,admfundos@interdtvm.com.br,INTER AMERRA - FIAGRO - IMOBILIÁRIO               ,1000000,2022-12-21,,,,,INTER DTVM LTDA.                        ,AV do Contorno 7777 - 1 andar - CEP: 30110051 Cidade: Belo Horizonte UF: MG,31,24387978,0,idtvm@interdtvm.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiSUFBRyJ9
DPRO,FII DEVA PRO,DPRO11 ,,42922127000108,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.devantasset.com.br/,Avenida Paulista - CEP: 1311200 CIDADE: SÃO PAULO UF: SP,11,31381300,0,DIRETOR RESPONSAVEL                     ,ERICK WARNER DE CARVALHO                                    ,Avenida Paulista - CEP: 1311200 CIDADE: SÃO PAULO UF: SP,11,31381300,0,erick.carvalho@bancodaycoval.com.br,DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOB      ,1000000,2022-05-25,,['DPRO11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJEUFJPIn0=
HBCR,FII HBC REN ,HBCR11 ,,36501159000137,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bancoplural.com,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO DE GODOY                                            ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,32068340,0,rodrigo.godoy@bancoplural.com,FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA,1024000,2023-01-06,,['HBCR11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIQkNSIn0=
JCDA,FII JCDA I  ,,,31772231000147,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.brltrust.com.br/,"RUA IGUATEMI, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"RUA IGUATEMI, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,cadastro.doc@brltrust.com.br,JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII,11740075,2022-01-27,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJKQ0RBIn0=
HGRE,FII HG REAL ,HGRE11 ,,9072017000129,Financeiro e Outros/Fundos/Fundos Imobiliários,www.cshg.com.br,R LEOPOLDO COUTO DE MAGALHÃES JR 700 - 11 ANDAR - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,DIRETOR RESPONSAVEL,AUGUSTO MARTINS,R LEOPOLDO COUTO DE MAGALHÃES JR 700 - 11 ANDAR - CEP: 4542000 CIDADE: SÃO PAULO UF: SP,11,37018050,37018638,list.imobiliario@cshg.com.br,CSHG REAL ESTATE FDO INV IMOB - FII               ,11817767,2020-12-30,,['HGRE11'],,,ITAUBANCO - ACOES                       ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SAO PAULO UF: SP,11,50297780,32473141,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIR1JFIn0=
